latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
22.319859,114.198555,60.0,28800,Asia/Hong_Kong,GMT+8

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),rain_sum (mm),wind_speed_10m_max (m/s),wind_gusts_10m_max (m/s),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_mean (°C),dew_point_2m_min (°C),dew_point_2m_max (°C),wind_speed_10m_mean (m/s),wind_speed_10m_min (m/s),winddirection_10m_dominant (°),precipitation_sum (mm),snowfall_sum (cm),pressure_msl_mean (hPa),pressure_msl_max (hPa),pressure_msl_min (hPa),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),wind_gusts_10m_mean (m/s),wind_gusts_10m_min (m/s),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),et0_fao_evapotranspiration_sum (mm)
2022-01-01,16.3,18.8,14.6,15.7,19.2,13.7,0.00,4.00,7.90,63,14.54,2.40,32,96,0,12.9,12.1,13.5,2.95,1.34,63,0.00,0.00,1024.6,1026.5,1022.8,1017.4,1019.3,1015.6,6.42,2.80,81,91,69,2.40
2022-01-02,16.3,20.5,13.1,15.6,20.1,11.2,0.00,3.80,8.30,48,15.89,2.71,4,39,0,11.9,8.4,14.8,2.72,1.46,48,0.00,0.00,1022.9,1024.8,1020.9,1015.7,1017.6,1013.8,5.95,2.80,76,93,57,2.71
2022-01-03,16.8,18.8,15.0,16.4,18.5,14.2,0.00,4.78,10.30,65,15.66,2.34,8,53,0,14.1,13.5,14.9,3.50,1.92,65,0.00,0.00,1021.3,1023.2,1019.4,1014.1,1016.0,1012.2,7.47,4.20,85,93,71,2.34
2022-01-04,17.7,19.8,16.1,16.8,18.6,14.7,0.00,6.28,12.90,68,15.90,2.62,11,57,0,14.2,13.1,16.4,4.47,2.56,68,0.00,0.00,1019.8,1021.4,1018.0,1012.6,1014.3,1010.9,9.36,5.20,81,92,67,2.62
2022-01-05,18.5,21.8,16.8,18.6,22.7,15.9,0.40,5.44,10.50,69,15.00,2.59,22,100,0,15.4,14.9,16.5,3.53,1.49,69,0.40,0.00,1017.5,1018.9,1015.6,1010.4,1011.8,1008.6,7.53,2.80,83,93,67,2.59
2022-01-06,18.5,22.4,15.7,18.2,21.9,14.2,0.00,4.92,10.60,47,15.47,2.75,12,85,0,14.9,12.8,16.4,3.80,1.64,47,0.00,0.00,1019.3,1021.9,1017.5,1012.1,1014.7,1010.3,8.11,3.50,81,93,59,2.75
2022-01-07,17.1,20.4,13.9,16.4,19.4,12.0,0.00,5.50,10.80,55,15.88,2.65,10,40,0,13.5,10.8,15.8,3.80,1.89,55,0.00,0.00,1021.7,1023.6,1019.7,1014.6,1016.4,1012.6,8.30,4.70,80,91,61,2.65
2022-01-08,15.8,18.8,12.5,14.9,18.5,10.3,0.00,3.85,8.60,51,15.78,2.57,11,56,0,11.9,9.5,14.4,2.87,1.24,51,0.00,0.00,1020.7,1022.8,1018.5,1013.5,1015.6,1011.3,6.46,2.90,78,91,64,2.57
2022-01-09,16.7,19.5,14.6,16.4,19.3,13.5,0.20,3.92,8.60,66,13.46,2.21,33,100,0,13.5,10.5,14.5,2.73,1.24,66,0.20,0.00,1018.7,1020.3,1016.8,1011.5,1013.1,1009.7,6.17,3.60,82,94,65,2.21
2022-01-10,16.3,18.7,13.5,15.6,18.5,11.8,0.00,4.85,10.40,59,10.15,1.84,59,100,2,12.9,10.1,14.7,3.22,1.03,59,0.00,0.00,1018.0,1019.4,1016.7,1010.8,1012.2,1009.6,6.92,2.10,80,88,76,1.84
2022-01-11,14.4,17.6,11.4,11.5,16.6,6.8,0.30,7.18,14.50,14,16.42,3.05,39,100,0,8.0,5.9,14.1,4.78,2.06,14,0.30,0.00,1020.7,1022.9,1019.0,1013.4,1015.6,1011.8,10.18,4.40,66,83,49,3.05
2022-01-12,14.6,16.9,12.1,12.3,14.6,8.9,0.00,6.45,13.10,56,8.43,2.03,89,100,58,9.5,5.5,11.8,4.37,2.36,56,0.00,0.00,1021.1,1022.8,1019.8,1013.9,1015.6,1012.5,9.10,5.20,71,78,63,2.03
2022-01-13,16.0,19.2,13.7,14.0,16.9,11.1,0.20,4.39,8.80,23,12.73,2.79,60,100,0,8.5,5.6,11.6,3.15,1.63,23,0.20,0.00,1021.8,1024.0,1019.9,1014.6,1016.8,1012.8,6.87,5.00,62,87,45,2.79
2022-01-14,15.9,18.3,12.8,13.6,16.6,9.7,0.00,7.20,14.30,80,9.50,2.34,66,100,0,10.7,5.4,13.9,4.93,3.52,80,0.00,0.00,1021.0,1023.2,1019.0,1013.7,1016.0,1011.9,10.19,7.70,71,87,57,2.34
2022-01-15,17.0,18.8,15.6,16.1,18.2,13.9,0.00,5.85,12.00,77,13.08,2.11,47,100,0,14.4,13.6,15.3,4.65,2.28,77,0.00,0.00,1020.3,1021.9,1018.7,1013.1,1014.7,1011.6,9.55,5.20,85,91,77,2.11
2022-01-16,17.6,20.0,15.7,17.4,19.7,15.0,0.00,4.90,10.20,66,14.20,2.28,30,100,2,15.1,13.9,16.0,3.53,2.06,66,0.00,0.00,1020.5,1022.0,1018.6,1013.3,1014.8,1011.5,7.38,4.50,86,95,71,2.28
2022-01-17,17.4,20.4,15.9,16.9,21.1,14.3,0.20,5.96,12.20,64,10.24,1.81,77,100,7,14.7,12.8,15.8,3.91,1.30,64,0.20,0.00,1020.6,1022.2,1018.7,1013.5,1015.0,1011.6,8.22,2.40,84,96,67,1.81
2022-01-18,16.1,18.2,13.6,15.3,17.8,11.4,0.00,4.08,8.40,28,8.53,1.77,82,100,1,11.7,9.8,12.5,2.65,1.39,28,0.00,0.00,1021.0,1022.8,1019.0,1013.8,1015.6,1011.9,5.97,3.20,75,84,66,1.77
2022-01-19,15.2,19.4,11.6,14.0,18.7,9.3,0.00,3.98,8.80,33,15.85,2.64,9,69,0,10.7,8.9,12.8,2.90,0.41,33,0.00,0.00,1019.5,1021.4,1017.1,1012.3,1014.2,1010.0,6.51,1.70,75,91,58,2.64
2022-01-20,15.8,19.0,12.5,14.6,17.5,11.4,0.00,5.25,10.50,57,16.27,2.72,30,100,0,11.3,9.0,14.0,3.17,1.60,57,0.00,0.00,1018.5,1020.4,1016.9,1011.3,1013.2,1009.8,7.11,3.70,75,87,59,2.72
2022-01-21,17.0,18.8,15.4,15.4,17.4,13.5,3.30,7.12,14.90,73,13.83,2.37,61,100,1,14.0,12.7,15.5,5.51,3.94,73,3.30,0.00,1017.8,1019.4,1016.2,1010.6,1012.3,1009.0,11.50,8.80,83,97,69,2.37
2022-01-22,16.8,17.9,15.6,15.5,17.3,13.5,1.20,6.86,13.80,75,6.11,1.22,89,100,26,15.0,14.2,15.7,5.58,3.06,75,1.20,0.00,1014.8,1017.2,1012.7,1007.6,1010.0,1005.6,11.24,6.80,89,96,80,1.22
2022-01-23,18.6,21.1,16.9,19.0,22.0,16.2,0.30,5.94,11.10,74,11.74,2.00,82,100,23,16.3,15.7,17.0,3.41,0.98,74,0.30,0.00,1013.3,1014.7,1012.0,1006.2,1007.6,1005.0,7.24,1.70,87,94,77,2.00
2022-01-24,18.8,21.7,17.2,19.6,22.6,16.8,1.80,5.01,9.70,69,12.41,2.01,60,100,11,17.0,16.1,18.6,3.31,1.17,69,1.80,0.00,1014.4,1016.2,1013.2,1007.3,1009.1,1006.1,7.01,3.00,90,98,78,2.01
2022-01-25,17.6,20.2,14.7,17.2,20.1,13.7,0.00,5.82,11.80,62,15.53,2.45,45,100,0,15.0,12.7,16.2,3.95,1.70,62,0.00,0.00,1016.9,1019.1,1015.1,1009.8,1012.0,1008.0,8.52,4.00,85,94,71,2.45
2022-01-26,18.2,20.3,16.8,17.9,19.9,15.3,3.70,5.98,12.10,72,13.94,2.28,58,100,2,15.8,14.8,17.4,4.36,1.80,72,3.70,0.00,1017.4,1018.9,1015.6,1010.2,1011.8,1008.5,9.25,5.80,86,97,72,2.28
2022-01-27,18.8,21.4,17.2,19.1,22.1,17.0,0.00,5.22,10.90,66,15.63,2.51,27,100,0,16.5,15.7,17.1,3.73,1.71,66,0.00,0.00,1017.0,1019.0,1015.1,1009.9,1011.9,1008.1,8.05,3.80,87,94,73,2.51
2022-01-28,18.2,19.8,17.3,18.3,19.6,17.1,0.10,5.02,10.40,63,9.03,1.55,74,100,21,16.3,15.7,16.8,3.88,2.40,63,0.10,0.00,1016.5,1017.9,1014.7,1009.4,1010.8,1007.6,8.13,4.70,89,96,81,1.55
2022-01-29,17.3,19.9,14.6,16.8,20.5,12.7,0.00,4.16,8.70,40,12.87,2.35,60,100,2,13.4,10.5,15.7,3.04,0.14,40,0.00,0.00,1014.7,1016.7,1012.1,1007.6,1009.6,1005.0,6.80,1.10,78,94,65,2.35
2022-01-30,13.6,17.5,9.7,10.2,15.1,5.3,0.00,6.96,14.20,14,17.90,3.43,59,100,0,6.4,5.2,8.2,4.97,2.67,14,0.00,0.00,1017.8,1019.7,1016.3,1010.6,1012.4,1009.1,10.70,6.20,63,77,48,3.43
2022-01-31,12.6,15.4,10.7,9.3,11.8,6.7,0.70,6.58,13.20,34,9.50,2.30,96,100,50,6.9,5.4,9.6,4.91,3.96,34,0.70,0.00,1019.5,1022.0,1017.6,1012.2,1014.7,1010.3,10.33,8.30,69,85,58,2.30
2022-02-01,12.8,14.0,10.6,10.5,12.3,8.1,2.20,6.33,12.20,29,6.30,1.21,98,100,71,10.4,9.2,12.1,4.63,3.85,29,2.20,0.00,1019.0,1020.9,1017.6,1011.7,1013.6,1010.3,9.69,7.70,85,92,76,1.21
2022-02-02,14.8,17.7,12.2,13.3,17.0,9.8,5.30,7.47,14.30,44,10.20,1.68,95,100,70,12.6,10.4,14.3,4.48,2.92,44,5.30,0.00,1019.2,1021.6,1017.5,1011.9,1014.3,1010.3,9.53,6.10,87,96,75,1.68
2022-02-03,11.6,14.7,9.3,9.2,12.8,6.3,4.80,5.82,11.60,6,5.80,1.10,98,100,73,9.4,8.2,10.5,4.34,3.04,6,4.80,0.00,1019.3,1021.1,1017.4,1012.0,1013.8,1010.2,9.30,6.50,86,94,76,1.10
2022-02-04,12.3,16.7,9.0,9.1,14.3,5.0,0.00,5.41,11.40,13,17.46,3.02,49,100,0,6.7,5.1,7.9,4.76,3.85,13,0.00,0.00,1021.7,1023.8,1020.1,1014.4,1016.4,1012.7,9.93,8.10,69,82,56,3.02
2022-02-05,12.9,16.2,9.7,10.3,14.3,6.0,0.00,5.44,10.70,29,13.02,2.51,91,100,9,7.5,4.6,9.7,3.95,2.62,29,0.00,0.00,1023.6,1025.8,1022.4,1016.3,1018.5,1015.0,8.45,5.30,70,76,65,2.51
2022-02-06,15.1,16.9,13.3,12.4,14.7,10.5,0.00,6.89,14.00,67,13.99,2.48,100,100,99,11.3,9.4,12.7,5.84,2.87,67,0.00,0.00,1022.2,1024.6,1019.7,1015.0,1017.3,1012.5,11.92,6.20,78,85,71,2.48
2022-02-07,16.3,19.0,14.7,14.8,19.2,11.7,7.00,8.20,15.60,69,10.18,1.69,87,100,15,14.5,12.8,17.0,5.86,3.26,69,7.00,0.00,1017.0,1020.5,1014.6,1009.8,1013.3,1007.5,12.06,7.10,89,97,82,1.69
2022-02-08,14.3,17.0,11.3,12.2,15.6,7.9,0.70,6.41,12.50,31,9.99,1.95,98,100,58,10.6,8.3,12.4,4.25,2.22,31,0.70,0.00,1019.0,1020.8,1017.3,1011.8,1013.5,1010.0,9.24,5.00,79,90,68,1.95
2022-02-09,14.8,17.3,12.4,13.3,16.5,10.3,1.70,4.19,8.60,31,9.03,1.83,94,100,34,11.0,9.4,12.0,3.44,2.56,31,1.70,0.00,1019.5,1021.7,1017.7,1012.3,1014.5,1010.5,7.36,5.70,78,86,70,1.83
2022-02-10,15.8,18.6,13.1,14.9,17.9,11.6,0.30,5.50,10.50,55,10.11,1.77,84,100,15,13.2,10.7,15.1,3.81,2.56,55,0.30,0.00,1018.1,1020.5,1015.9,1010.9,1013.3,1008.8,7.77,5.40,85,88,78,1.77
2022-02-11,17.6,19.7,15.7,17.1,20.2,14.4,0.00,6.40,13.00,71,18.65,2.79,47,100,1,15.3,14.1,16.2,4.74,1.72,71,0.00,0.00,1017.2,1019.1,1015.6,1010.1,1012.0,1008.5,9.84,4.00,87,94,77,2.79
2022-02-12,17.7,20.8,15.7,18.2,21.7,16.4,0.00,4.11,9.20,60,16.22,2.64,57,100,0,15.4,12.8,16.3,2.68,1.17,60,0.00,0.00,1016.3,1018.7,1014.1,1009.2,1011.6,1007.0,6.02,2.60,87,97,68,2.64
2022-02-13,15.8,17.5,12.4,15.0,18.6,10.5,2.30,5.16,10.50,31,3.39,0.95,100,100,100,13.5,11.1,16.3,3.78,1.53,31,2.30,0.00,1015.1,1017.1,1013.3,1008.0,1009.8,1006.1,7.91,3.60,87,94,77,0.95
2022-02-14,14.7,19.5,10.6,13.2,19.8,6.9,1.10,6.16,12.20,31,18.60,3.02,32,100,0,10.9,8.1,13.7,3.82,1.73,31,1.10,0.00,1017.5,1019.7,1016.0,1010.3,1012.5,1008.8,8.36,4.00,79,91,59,3.02
2022-02-15,16.1,18.5,13.3,15.4,18.0,11.4,0.10,5.65,11.50,64,12.77,2.10,56,100,0,13.2,9.9,14.3,3.25,1.75,64,0.10,0.00,1018.1,1020.5,1015.6,1010.9,1013.3,1008.5,7.05,3.40,83,94,71,2.10
2022-02-16,16.5,18.2,15.1,14.4,16.1,12.4,0.50,7.32,16.20,81,9.92,2.17,78,100,12,12.9,12.0,13.8,5.68,2.80,81,0.50,0.00,1016.1,1018.8,1014.3,1009.0,1011.6,1007.2,11.61,5.50,80,89,73,2.17
2022-02-17,16.2,17.3,14.8,13.6,14.5,12.2,6.90,8.10,15.50,79,3.66,1.20,100,100,97,14.0,13.1,14.6,7.30,6.05,79,6.90,0.00,1014.6,1017.2,1012.7,1007.5,1010.0,1005.6,14.35,11.60,87,95,77,1.20
2022-02-18,16.3,18.1,15.1,13.9,15.6,12.7,0.90,8.03,15.90,79,8.35,1.58,99,100,75,14.1,13.5,14.5,7.00,5.71,79,0.90,0.00,1015.4,1018.0,1013.4,1008.3,1010.8,1006.3,13.81,11.10,87,92,79,1.58
2022-02-19,10.5,15.6,7.4,7.1,13.7,2.4,18.00,7.88,15.60,16,3.75,0.65,100,100,100,9.3,6.5,14.2,6.21,5.06,16,18.00,0.00,1017.6,1020.8,1016.0,1010.3,1013.4,1008.7,12.60,9.80,92,96,86,0.65
2022-02-20,7.1,8.3,6.5,2.6,4.7,1.5,37.60,7.75,15.80,17,2.75,0.46,100,100,100,6.1,5.5,7.4,6.74,5.14,17,37.60,0.00,1021.3,1023.6,1019.6,1013.9,1016.1,1012.2,13.96,11.30,94,95,93,0.46
2022-02-21,7.4,8.5,6.4,3.6,5.3,2.2,55.10,6.51,13.00,16,2.61,0.44,100,100,100,6.5,5.6,7.7,5.45,4.70,16,55.10,0.00,1022.5,1024.3,1021.1,1015.1,1016.8,1013.7,11.37,9.40,94,95,93,0.44
2022-02-22,8.8,10.6,7.3,5.7,7.5,3.5,22.20,5.87,13.00,9,4.81,0.71,100,100,97,7.6,6.4,8.8,4.69,3.24,9,22.20,0.00,1022.4,1024.6,1021.1,1015.0,1017.2,1013.7,10.27,8.70,92,95,87,0.71
2022-02-23,10.5,16.0,7.1,7.0,13.5,2.9,8.80,6.42,12.90,10,13.42,2.19,84,100,5,6.7,4.3,9.0,5.20,3.26,10,8.80,0.00,1024.5,1026.8,1022.6,1017.2,1019.4,1015.4,11.01,8.60,78,94,63,2.19
2022-02-24,11.1,14.9,7.4,8.3,13.9,3.4,0.00,5.47,11.30,21,14.69,2.50,83,100,13,6.0,2.8,9.1,3.65,1.46,21,0.00,0.00,1026.4,1029.1,1024.5,1019.0,1021.7,1017.2,8.01,3.40,71,78,66,2.50
2022-02-25,13.3,17.2,10.4,11.8,16.7,7.9,0.00,4.10,9.00,47,18.82,2.91,38,100,0,9.1,6.7,11.0,2.90,1.43,47,0.00,0.00,1024.6,1027.7,1022.2,1017.3,1020.4,1015.0,6.33,2.90,76,88,65,2.91
2022-02-26,15.5,19.1,12.2,15.7,21.0,11.6,0.00,2.47,6.40,78,20.01,3.07,6,64,0,12.5,10.2,14.5,1.72,0.41,78,0.00,0.00,1022.3,1025.0,1020.2,1015.1,1017.8,1013.0,4.22,1.40,82,91,71,3.07
2022-02-27,16.9,19.1,12.1,16.8,20.2,11.2,0.00,4.54,9.40,73,20.49,3.14,40,100,0,13.7,10.5,15.6,2.91,0.85,73,0.00,0.00,1019.6,1021.8,1017.8,1012.4,1014.6,1010.7,6.00,2.20,82,90,72,3.14
2022-02-28,18.2,20.3,16.5,17.9,20.3,15.7,0.00,5.09,10.60,67,16.61,2.79,67,100,4,15.0,13.8,15.8,3.95,2.19,67,0.00,0.00,1018.5,1021.1,1016.9,1011.3,1014.0,1009.8,8.15,5.40,82,91,73,2.79
2022-03-01,19.8,24.1,17.4,21.8,28.5,18.2,0.60,2.78,6.40,37,15.12,2.70,58,100,1,17.8,15.7,21.2,1.99,1.26,37,0.60,0.00,1017.2,1019.3,1015.6,1010.1,1012.2,1008.5,4.40,2.30,88,98,75,2.70
2022-03-02,19.8,23.5,16.9,20.8,26.6,16.2,0.00,5.32,10.70,58,20.37,3.48,59,100,0,17.2,14.0,19.3,3.43,1.63,58,0.00,0.00,1017.2,1018.8,1015.7,1010.1,1011.7,1008.7,7.32,3.00,85,94,75,3.48
2022-03-03,18.4,20.5,17.0,18.5,21.6,15.5,0.00,6.39,12.70,72,18.73,2.89,38,99,0,16.2,15.0,16.9,4.32,1.61,72,0.00,0.00,1017.0,1019.9,1014.8,1009.9,1012.7,1007.7,9.05,3.30,87,96,78,2.89
2022-03-04,19.2,22.7,16.8,21.1,26.7,18.0,0.00,2.85,6.00,103,19.36,3.30,26,100,0,17.4,16.0,18.9,1.79,0.78,103,0.00,0.00,1014.9,1017.5,1012.5,1007.8,1010.4,1005.5,4.16,2.10,90,98,76,3.30
2022-03-05,19.6,22.3,16.7,22.0,26.5,17.9,0.00,4.84,9.90,154,19.68,3.24,35,100,0,18.6,16.1,20.3,1.95,0.58,154,0.00,0.00,1013.5,1015.7,1011.7,1006.4,1008.7,1004.7,4.64,1.70,94,100,88,3.24
2022-03-06,19.0,20.7,17.4,18.5,20.9,16.3,3.40,6.35,12.90,81,19.88,3.23,43,100,1,16.3,15.1,18.4,5.48,4.30,81,3.40,0.00,1015.4,1017.6,1013.7,1008.3,1010.5,1006.6,11.24,8.40,85,96,72,3.23
2022-03-07,18.7,21.3,16.3,17.9,20.6,13.8,9.00,5.28,11.20,26,13.03,2.80,81,100,0,14.3,8.1,17.4,4.28,0.98,26,9.00,0.00,1017.2,1019.1,1014.9,1010.1,1011.9,1007.8,9.37,3.80,77,97,54,2.80
2022-03-08,15.5,17.8,12.8,13.1,17.4,10.2,0.00,5.28,10.90,63,22.99,4.23,31,99,0,8.5,7.4,10.2,4.40,3.36,63,0.00,0.00,1018.3,1020.4,1016.2,1011.1,1013.2,1009.0,9.42,7.80,63,75,51,4.23
2022-03-09,16.9,20.7,13.8,15.2,19.2,12.4,0.00,5.88,12.30,70,21.88,3.96,19,98,0,10.8,7.7,14.8,4.28,2.89,70,0.00,0.00,1017.2,1019.5,1015.2,1010.0,1012.3,1008.1,9.17,6.20,69,90,43,3.96
2022-03-10,18.5,21.5,16.0,18.0,21.6,14.8,0.00,5.32,11.60,68,21.60,3.84,11,100,0,13.9,12.2,16.1,4.01,2.47,68,0.00,0.00,1015.9,1017.5,1014.0,1008.8,1010.4,1006.9,8.56,5.10,75,91,61,3.84
2022-03-11,19.3,22.4,17.0,20.5,24.9,17.4,0.00,3.77,8.70,72,21.35,3.51,36,94,1,16.7,15.7,17.7,2.78,1.33,72,0.00,0.00,1014.1,1015.9,1011.8,1007.0,1008.9,1004.8,6.12,2.80,85,93,74,3.51
2022-03-12,19.8,23.0,17.3,20.5,24.2,18.2,0.10,4.69,10.10,68,21.62,3.80,42,100,0,16.0,14.7,17.2,3.04,1.44,68,0.10,0.00,1013.6,1015.4,1012.0,1006.5,1008.4,1005.0,6.67,3.20,80,95,62,3.80
2022-03-13,20.6,23.9,18.3,22.4,27.2,19.2,0.00,4.05,8.90,70,20.88,3.59,11,82,0,17.9,16.0,19.4,2.71,1.30,70,0.00,0.00,1013.0,1014.7,1010.8,1005.9,1007.7,1003.8,6.04,3.10,85,94,76,3.59
2022-03-14,21.2,25.0,18.7,24.6,30.2,21.2,0.00,2.28,6.40,120,20.32,3.57,44,100,0,19.9,18.5,22.2,1.41,0.41,120,0.00,0.00,1012.0,1014.5,1009.7,1005.0,1007.5,1002.7,3.79,1.20,93,100,74,3.57
2022-03-15,21.1,23.9,18.6,24.5,28.7,21.4,0.00,3.20,6.90,103,19.70,3.43,89,100,40,20.2,18.6,21.6,1.60,0.20,103,0.00,0.00,1011.0,1012.8,1009.1,1004.0,1005.8,1002.1,4.28,1.20,95,100,86,3.43
2022-03-16,21.0,23.3,19.6,22.5,24.9,20.4,0.00,4.85,10.30,77,15.95,2.84,100,100,100,18.8,18.1,20.0,3.73,1.80,77,0.00,0.00,1011.6,1013.8,1009.9,1004.5,1006.8,1002.9,8.12,4.90,88,98,73,2.84
2022-03-17,22.5,25.1,21.2,26.1,29.4,22.6,0.30,5.56,11.70,128,16.48,2.93,88,100,28,21.5,20.7,22.1,2.27,1.21,128,0.30,0.00,1009.4,1011.7,1006.8,1002.4,1004.7,999.9,5.68,3.10,94,100,80,2.93
2022-03-18,22.6,25.1,19.6,27.1,31.4,22.2,1.30,1.96,5.40,316,15.19,2.80,74,100,3,22.2,19.3,24.8,1.20,0.40,316,1.30,0.00,1009.2,1011.4,1007.2,1002.3,1004.5,1000.3,3.66,2.00,97,100,82,2.80
2022-03-19,22.2,24.5,20.8,25.0,28.0,22.9,1.40,4.51,9.60,95,17.68,3.01,82,100,36,20.9,20.1,21.5,3.11,0.71,95,1.40,0.00,1010.0,1011.6,1008.2,1003.0,1004.6,1001.2,6.82,1.70,93,100,79,3.01
2022-03-20,21.2,22.2,20.5,22.6,23.9,20.8,3.40,6.61,13.50,87,6.92,1.26,95,100,34,20.4,19.3,21.4,5.21,3.85,87,3.40,0.00,1012.3,1014.8,1010.6,1005.3,1007.8,1003.6,10.53,7.50,95,100,89,1.26
2022-03-21,22.5,24.8,20.9,25.2,28.6,22.6,0.00,4.50,9.70,86,15.11,2.58,97,100,38,21.5,20.4,22.7,3.87,3.30,86,0.00,0.00,1012.7,1014.5,1010.5,1005.7,1007.5,1003.5,8.10,6.20,94,98,88,2.58
2022-03-22,23.3,25.6,21.7,27.3,30.5,24.5,4.20,3.75,7.20,132,13.64,2.44,98,100,48,22.7,21.6,23.5,2.69,1.12,132,4.20,0.00,1012.7,1014.7,1010.8,1005.7,1007.7,1003.8,5.90,3.50,97,100,87,2.44
2022-03-23,16.7,22.2,14.9,16.5,26.6,12.6,48.50,6.48,12.90,26,6.96,1.10,99,100,77,15.9,13.5,22.2,4.37,1.17,26,48.50,0.00,1014.9,1017.1,1012.6,1007.7,1009.9,1005.6,9.36,4.00,95,100,87,1.10
2022-03-24,17.8,19.5,15.1,17.0,19.0,14.8,5.70,8.12,16.30,80,4.66,0.95,100,100,99,16.6,14.2,18.4,6.09,3.20,80,5.70,0.00,1014.2,1016.3,1011.7,1007.1,1009.2,1004.6,12.07,6.50,93,96,86,0.95
2022-03-25,22.5,24.0,20.4,24.7,26.6,20.3,11.00,7.00,13.40,169,7.65,1.27,90,100,33,22.0,19.3,23.3,5.23,3.40,169,11.00,0.00,1010.5,1013.2,1007.9,1003.5,1006.2,1001.0,11.21,7.50,97,99,93,1.27
2022-03-26,23.6,25.0,22.8,27.4,29.7,25.9,1.40,5.08,10.40,225,13.77,2.20,97,100,32,23.4,22.5,24.2,3.80,2.00,225,1.40,0.00,1010.6,1012.5,1009.2,1003.6,1005.6,1002.2,8.20,3.80,99,100,94,2.20
2022-03-27,19.7,22.9,16.4,20.2,25.9,15.4,4.60,5.54,11.30,18,7.25,1.63,71,100,5,17.4,14.7,22.8,4.20,2.79,18,4.60,0.00,1013.6,1017.2,1011.1,1006.5,1010.0,1004.0,8.77,6.60,87,99,81,1.63
2022-03-28,16.3,17.7,15.0,15.8,17.6,14.3,8.00,4.66,9.50,30,4.33,0.90,100,100,99,14.9,13.2,16.2,4.00,3.23,30,8.00,0.00,1017.4,1019.6,1015.7,1010.2,1012.4,1008.5,8.34,6.90,91,97,86,0.90
2022-03-29,18.3,20.4,16.7,17.8,20.5,15.4,12.00,6.01,13.20,67,9.30,1.81,96,100,72,16.2,14.9,18.5,5.10,4.00,67,12.00,0.00,1017.2,1019.1,1014.3,1010.0,1012.0,1007.2,10.48,8.50,88,97,81,1.81
2022-03-30,21.2,23.6,19.2,22.0,25.4,19.1,0.80,5.73,12.00,67,19.63,3.39,47,100,0,18.5,17.6,19.2,4.79,3.32,67,0.80,0.00,1016.1,1017.7,1014.1,1009.0,1010.7,1007.1,10.01,6.90,85,94,76,3.39
2022-03-31,22.7,25.3,20.9,24.3,27.9,22.5,0.60,5.25,11.20,63,22.40,4.13,25,100,0,19.2,18.5,19.9,3.98,2.72,63,0.60,0.00,1016.3,1018.0,1013.8,1009.3,1011.0,1006.8,8.40,6.10,81,89,70,4.13
2022-04-01,18.7,21.6,14.5,18.1,23.3,11.8,3.40,6.63,14.00,32,6.89,1.68,97,100,23,16.1,12.1,20.3,5.24,3.83,32,3.40,0.00,1020.3,1023.9,1017.7,1013.1,1016.6,1010.6,10.75,8.10,85,93,71,1.68
2022-04-02,13.5,14.4,12.3,10.6,11.7,9.1,4.70,6.89,14.10,14,5.21,1.38,100,100,100,10.7,8.8,11.8,5.97,4.78,14,4.70,0.00,1023.0,1025.1,1021.3,1015.7,1017.8,1014.0,12.32,10.20,83,93,73,1.38
2022-04-03,16.7,20.8,13.3,14.5,20.0,10.0,0.00,5.33,11.00,42,21.96,4.43,41,100,0,9.1,6.4,12.7,4.36,2.30,42,0.00,0.00,1021.9,1023.8,1019.8,1014.7,1016.6,1012.7,9.40,6.30,62,80,45,4.43
2022-04-04,18.0,21.0,16.0,16.3,20.8,13.0,0.00,5.22,11.00,69,25.19,4.86,8,78,0,10.7,7.8,14.0,4.57,3.10,69,0.00,0.00,1022.1,1024.5,1020.2,1014.9,1017.3,1013.1,9.61,6.90,63,79,46,4.86
2022-04-05,19.2,23.8,16.7,19.6,26.7,15.4,0.00,4.74,9.20,75,23.81,4.38,36,100,0,14.5,12.6,17.0,2.87,0.76,75,0.00,0.00,1020.2,1022.9,1017.3,1013.1,1015.7,1010.2,6.45,1.70,75,87,58,4.38
2022-04-06,19.5,23.2,15.9,20.9,25.9,16.6,0.00,3.40,7.90,79,23.53,4.03,24,96,0,16.4,15.1,18.2,2.27,1.57,79,0.00,0.00,1017.8,1019.4,1015.7,1010.7,1012.4,1008.7,5.02,3.00,83,98,67,4.03
2022-04-07,20.7,23.4,18.6,21.8,26.4,19.3,0.00,3.83,8.40,75,22.31,4.05,37,97,0,16.7,12.9,18.0,2.94,1.78,75,0.00,0.00,1017.0,1018.5,1015.1,1009.9,1011.5,1008.1,6.73,5.20,78,89,63,4.05
2022-04-08,21.2,25.3,18.9,21.4,27.6,17.8,0.00,4.08,8.60,75,25.01,5.07,0,1,0,13.9,11.8,17.5,2.88,0.61,75,0.00,0.00,1015.9,1017.7,1013.8,1008.8,1010.7,1006.8,6.80,3.30,64,87,49,5.07
